trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,text_7.started,text_7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,sound_31.started,sound_31.stopped,text_10.started,text_10.stopped,polygon_26.started,polygon_26.stopped,sound_26.started,sound_26.stopped,polygon_27.started,polygon_27.stopped,sound_27.started,sound_27.stopped,polygon_28.started,polygon_28.stopped,sound_28.started,sound_28.stopped,polygon_29.started,polygon_29.stopped,sound_29.started,sound_29.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,polygon_30.started,polygon_30.stopped,sound_30.started,sound_30.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,polygon_4.started,polygon_4.stopped,sound_3.started,sound_3.stopped,polygon_2.started,polygon_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sound_4.started,sound_4.stopped,polygon_5.started,polygon_5.stopped,sound_5.started,sound_5.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_6.started,polygon_6.stopped,sound_6.started,sound_6.stopped,polygon_7.started,polygon_7.stopped,sound_7.started,sound_7.stopped,polygon_8.started,polygon_8.stopped,sound_8.started,sound_8.stopped,polygon_9.started,polygon_9.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,sound_9.started,sound_9.stopped,polygon_24.started,polygon_24.stopped,sound_24.started,sound_24.stopped,polygon_10.started,polygon_10.stopped,sound_10.started,sound_10.stopped,polygon_11.started,polygon_11.stopped,sound_11.started,sound_11.stopped,polygon_12.started,polygon_12.stopped,sound_12.started,sound_12.stopped,polygon_13.started,polygon_13.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_13.started,sound_13.stopped,polygon_25.started,polygon_25.stopped,sound_25.started,sound_25.stopped,polygon_14.started,polygon_14.stopped,sound_14.started,sound_14.stopped,polygon_15.started,polygon_15.stopped,sound_15.started,sound_15.stopped,polygon_16.started,polygon_16.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,polygon_17.started,polygon_17.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_18.started,polygon_18.stopped,sound_18.started,sound_18.stopped,polygon_19.started,polygon_19.stopped,sound_19.started,sound_19.stopped,polygon_20.started,polygon_20.stopped,sound_20.started,sound_20.stopped,polygon_21.started,polygon_21.stopped,sound_21.started,sound_21.stopped,polygon_22.started,polygon_22.stopped,sound_22.started,sound_22.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_23.started,polygon_23.stopped,sound_23.started,sound_23.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.1220856400032,None,1322.1214287112002,None,1325.1112055380072,None,1325.1221469591314,None,1329.1135502439865,None,1329.1225937781333,None,1333.1238822161454,None,1333.1135119819955,None,rshift,1,0.8117836629971862,1334.108679506986,None,1335.9331525200105,None,1335.9418873811433,1336.9421436240082,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.9373843029898,None,1346.9447505791964,None,1350.937174953986,None,1350.9462066551555,None,1354.940398015984,None,1354.9475413901441,None,1358.947997089132,None,1358.9387932539976,None,rshift,1,1.7531217969954014,1359.9324075260083,None,1362.707418520993,None,1362.7158872161294,1363.7162729509873,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.7098340280063,None,1372.7185553431977,None,1375.7113861349935,None,1375.7215084621334,None,1379.7116899699904,None,1379.7224484571548,None,1383.7387784671505,None,1383.7279525710037,None,rshift,1,2.268691605015192,1384.7227802620037,None,1388.013617744,None,1388.023168566148,1389.0243949859869,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.5222567009914,None,space,0,13.843207316007465,1398.5222567009914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.89041575999,None,1413.8971190541693,None,1420.8892701279838,None,1420.899653705134,None,1424.9083559459832,None,1424.91682022115,None,1428.8917275319982,None,1428.9013900961495,None,lshift,1,2.00776984001277,1429.8876983310038,None,1432.9132195280108,None,1432.9212528401463,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.924069708999,None,1441.9218500881748,None,1445.9124654069892,None,1445.9233440091543,None,1449.9306730779936,None,1449.9404270861473,None,1453.9147609029897,None,1453.9253108701437,None,rshift,1,0.007831076974980533,1454.9096453060047,None,1455.9335976020084,None,1455.94304070113,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.939439181995,None,1465.945023266197,None,1469.9372374980012,None,1469.9465476701503,None,1473.9391644090065,None,1473.947694931156,None,1477.939197167987,None,1477.9489767701366,None,rshift,1,1.6198843340098392,1478.9325876999937,None,1481.5750233109866,None,1481.583612458146,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.5871266160102,None,1490.5854273951904,None,1496.577522112988,None,1496.5882122461394,None,1500.5797861320025,None,1500.589293161151,None,1504.5791207019938,None,1504.5896707301495,None,rshift,1,2.476178904005792,1505.574304292997,None,1509.0651711440005,None,1509.0744007211529,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.077271148999,None,1518.0771394191893,None,1523.0686772159825,None,1523.0786222801312,None,1527.0720907649957,None,1527.0798979551532,None,1531.0716131179943,None,1531.0813061501308,None,rshift,1,2.537541361001786,1532.0649302189995,None,1535.6234020550037,None,1535.6326812041575,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.6383830810082,None,1544.63442119619,None,1550.6271085930057,None,1550.6381261431438,None,1554.6453434859868,None,1554.6548568581406,None,1558.645190938987,None,1558.655182738154,None,rshift,1,4.22668965900084,1559.6397835820098,None,1564.8809970099828,None,1564.8901889141475,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.8911020229862,None,1575.8933620361845,None,1581.887366727984,None,1581.8956570241485,None,1585.889224818995,None,1585.8970521961514,None,1589.8895571400062,None,1589.897563789133,None,lshift,1,1.2756722979829647,1590.8818040170008,None,1593.174002832995,None,1593.1819700331312,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.1842742209847,None,1604.1848431241874,None,1611.177230411995,None,1611.1881979781379,None,1615.178928710986,None,1615.1887046671532,None,1619.1788670120004,None,1619.1897112161446,None,lshift,1,1.4358126119768713,1620.1736578719865,None,1622.6311655419995,None,1622.6405821921421,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.641635729,None,1631.6433181692032,None,1637.6341491439962,None,1637.644858709135,None,1641.635461733007,None,1641.6462375321485,None,1645.6376435339916,None,1645.6475372901537,None,rshift,1,2.1303273439989425,1646.6311497059942,None,1649.7725378449832,None,1649.781665701134,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.7724752069917,None,1659.7727736951842,None,1666.7775066389877,None,1666.7882198691427,None,1670.7962070649955,None,1670.8049812241575,None,1674.7944455030083,None,1674.805144842138,None,lshift,1,1.2108599150087684,1675.7896172599867,None,1678.0133608629985,None,1678.0230926871359,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.0176730579988,None,1687.0257154261985,None,1693.017650891008,None,1693.0275132751326,None,1697.019221863011,None,1697.0287700101385,None,1701.019509025995,None,1701.0301329861454,None,lshift,1,1.7654131699819118,1701.9970583709946,None,1704.7724073529826,None,1704.7805907841307,None,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.2739549739927,None,,,,,,,
